product_name,retail_price,per_from_retail,wholesale_price,brand,category,sub_category
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,2567.1290123238223,0.8025984065577385,1385.0871049587115,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,982.4614471728779,0.679790526032401,832.9340384880134,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,3350.0988240752517,0.7702307236089565,3021.8034978427872,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,1510.61633010324,0.7843602055908767,1403.3141706575072,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,3535.4810942145514,0.8420091908224768,2988.4470955600355,Causeway Paints,Paints,Enamel Paint
PAINT REMOVER 190ML,488.5775857209999,0.6560260179287647,379.94328151382337,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,279.5962349627999,0.7360019531994008,460.5832692564549,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,3555.9582648951905,0.6635872344533504,2573.5502240607443,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,2709.1029492023254,0.6824409909526692,2682.0683097262895,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,2395.0543464989846,0.8413091275166829,858.4592303662293,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,1143.3216020419006,0.6967577516567446,1009.3112227171275,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,3219.4253006820063,0.7444604907252748,1449.9793168872566,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,415.80156563892723,0.6910033193347428,506.7332220257396,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",390.37349504719685,0.8019899574478283,143.48835945201444,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,2950.0676151410357,0.7873468307343603,3260.9966120630424,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,8125.122408819319,0.690426159953353,7042.348465662876,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,7381.088896292423,0.785376499868564,5325.348753138073,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,2181.881340367206,0.7954342528449143,1822.6420829977533,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,512.2566813502003,0.6783679866622222,931.0635578817362,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,1739.3239222644015,0.7438730855985523,835.373601643448,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,156.76921117929558,0.8475519263699064,119.87413504358332,Deltex,Paints,Chinese Lacquer
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,1826.3835024792234,0.765387013744974,2882.360001609645,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,1628.3141169992205,0.8414699810112781,1204.6582842693688,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,7977.893805328258,0.6849023522714678,2097.0464071524475,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,3035.624882579153,0.8078930021417423,2561.1573178424696,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,3738.2585877381407,0.807767484634042,4097.006431664924,Causeway Paints,Paints,Enamel Paint
"4"" CLASSIC PAINT BRUSH HARRIS",1061.5274512392036,0.6665427040614987,1924.5433041646104,Harris,Paints,Paint Brush
PAINT REMOVER 190ML,532.9037692692399,0.6985522203032305,484.3959519802817,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,969.4042666076366,0.6630619671166433,556.1902061347979,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,4292.358392135609,0.726544372180137,6039.275219858026,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,6001.6182115664415,0.7667410053989628,2412.751803595802,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,2679.0164080650684,0.6165293394999378,853.8525095845239,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,1418.838586960846,0.7538176660423653,1090.7993365784616,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,3418.3848015065937,0.7597865905481679,1827.0590638454585,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,895.2788184361907,0.7647863800097324,792.923661521798,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",422.6282773620095,0.7617925274715829,343.8667057643119,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,6533.625945274538,0.6796606275375566,4510.507908678797,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,9055.085496369626,0.837982235478031,4509.070898117213,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,6540.295869524405,0.6697507033750062,7227.978797577495,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,1693.2312027890066,0.7457080172687145,1316.1476891856805,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,641.6275896956713,0.8141165638974533,500.96625758086196,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,2143.962929052816,0.8426751339744131,1034.8387600295932,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,173.97985990143508,0.7616240077935224,148.8854996582022,Deltex,Paints,Chinese Lacquer
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,3614.7858326559367,0.7914428197914232,933.2485294532705,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,1494.3986087745047,0.6724416491112253,1761.583630925575,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,2329.5376280011033,0.8169329519526367,2814.0537337317646,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,4185.835965646438,0.7707682658855493,2375.3363674404814,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,3106.490316239954,0.8338868537338974,1962.194813667514,Causeway Paints,Paints,Enamel Paint
"4"" CLASSIC PAINT BRUSH HARRIS",2518.4833160246562,0.704572474740508,1816.9185005546838,Harris,Paints,Paint Brush
PAINT REMOVER 190ML,285.0750176524901,0.690398923580969,263.8239352231211,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,816.5638070994976,0.7466631512619961,403.914567156816,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,3512.184514071412,0.7890564853743924,3313.9796378956376,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,2092.5003411634802,0.7360098232568942,2155.654051291434,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,2294.0014671740746,0.668579884425871,1731.9490869323336,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,1704.3213504949517,0.7418455207494216,758.0630548532006,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,4166.701737400749,0.6725798420736812,1840.6153834165011,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,682.6116482848354,0.8164093877659269,526.4201090426335,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",468.0848252277689,0.7407492690376133,142.9459071624172,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,2294.4466324100417,0.705303879685928,2378.8739830425493,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,4521.13668668722,0.6890997149460972,9440.101334900235,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,6346.622086689327,0.8314233494159907,4955.333999167671,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,1089.4118893908626,0.7382614010923203,2175.0399220346126,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,1033.874054531307,0.7978429241590619,859.2002872744251,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,2386.149613214446,0.7576293619398267,1330.6214187186122,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,98.35646683999809,0.7666908042134364,89.67503608505437,Deltex,Paints,Chinese Lacquer
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,2679.904678397643,0.714370275137071,1877.1763387717,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,1913.6728641260063,0.6976686695718554,1581.2155073064284,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,2333.5847760102483,0.7018539256994016,2054.1041148817367,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,2429.4928935068015,0.7572533890297978,1384.7360478027795,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,3622.1911738158988,0.6953765233032726,1816.0539174397443,Causeway Paints,Paints,Enamel Paint
"4"" CLASSIC PAINT BRUSH HARRIS",2486.415647150187,0.8173560722069177,808.0047286149895,Harris,Paints,Paint Brush
PAINT REMOVER 190ML,235.4304586331936,0.6723051872005416,388.1006837704834,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,426.9293331421522,0.7055132273718844,531.8628964958762,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,5089.755428516302,0.8355335725424926,4780.733336498705,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,3113.7307078974945,0.73079346945564,1884.8039223891753,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,2190.406755081721,0.7367816595207756,1446.5965220088567,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,1250.1594300191823,0.6572548974972824,737.0922229407081,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,2389.873475477255,0.7550677421993709,2404.1202740090675,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,526.0612252012895,0.7893996271729586,558.7531218919517,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",473.4226676611561,0.8307425925642721,318.1078991745634,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,5421.875615856551,0.7751765554379932,2263.5282602358893,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,7714.036947432796,0.8419519513405385,6882.442139336361,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,10268.873969741671,0.7634920971395914,4185.867508072162,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,1394.565098642633,0.8019583731156915,2201.562828139223,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,722.1696016019088,0.6998451854026044,887.8062273791377,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,1600.588733581175,0.6628739794660252,1211.7095045348847,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,118.43750119776283,0.7682571055597408,85.73979268845123,Deltex,Paints,Chinese Lacquer
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,3552.008413107308,0.6690098313657158,1092.747247845256,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,2583.8154876552026,0.8311435498186392,1826.111605498725,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,4039.261401215577,0.7396424116940531,4149.18175140588,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,4068.9649443057497,0.8211218806852363,2572.0127581655056,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,5643.438251688748,0.821244303959809,3541.4404456509483,Causeway Paints,Paints,Enamel Paint
"4"" CLASSIC PAINT BRUSH HARRIS",2690.5710972160205,0.7343046075166657,905.7235640904804,Harris,Paints,Paint Brush
PAINT REMOVER 190ML,244.4996943273999,0.7516151297516984,319.1153937153122,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,642.4103300424882,0.7615062741698533,365.95617784471057,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,5808.4936363435445,0.6722342258197833,3841.9899520598947,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,3998.3802581660207,0.721388810509325,1865.5157246037754,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,1609.9001414636973,0.8093519258481177,1205.0674505832176,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,638.0523755231827,0.7585213336041068,692.4709863523296,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,1879.7678250571948,0.8020149144578841,2349.5228628818572,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,648.0846943999574,0.7940701410202748,393.28744311629526,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",167.1339513803965,0.7650482360118608,264.45288689264316,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,3873.2738722851695,0.7482847316771296,1754.6992422260757,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,4976.5095565405045,0.7918586646584548,5075.492600249205,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,7366.850717686629,0.6788989689161482,4683.429467690417,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,2662.0225115862036,0.7087120520811998,1137.904010140673,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,1039.7686478984472,0.6853139456129066,592.7031025490292,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,2700.380229217867,0.8182128631342097,1561.4265590168195,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,151.67563493500018,0.767792707678354,54.41189992907412,Deltex,Paints,Chinese Lacquer
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,3146.5718276790935,0.8456904188601699,1165.0272062757595,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,1938.047963781993,0.765576211544117,1842.5660586133693,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,3423.052315956253,0.7595769931565642,3447.189441955989,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,4187.508474621092,0.6869445493057362,1243.151344284408,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,3145.5171800260605,0.8410062033203959,1245.3665379111867,Causeway Paints,Paints,Enamel Paint
"4"" CLASSIC PAINT BRUSH HARRIS",1139.50276398236,0.70967495652509,1022.7302563215721,Harris,Paints,Paint Brush
PAINT REMOVER 190ML,454.4196929378432,0.7855556414253185,256.36515691930947,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,704.4863586619783,0.8453127910205566,405.76371650840315,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,3416.248704528102,0.6883405833687619,4137.0304904932145,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,2972.883180651056,0.7203987948808624,2983.4461697349093,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,2081.86282931948,0.6829585896131493,627.8382552936895,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,1001.4869733838074,0.8484883028562,526.0833178738071,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,1989.0765089006818,0.7343150665942701,2158.8494179073177,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,565.4555348346264,0.8234848777361939,413.53790831173615,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",188.62686231697054,0.8005189735162136,211.15416346219018,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,1800.7518630385664,0.7398941319114815,1497.1147910958102,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,6794.542731419353,0.68157564999042,4015.960408488645,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,5957.040293162532,0.6908709368239598,4013.586921601456,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,1308.1183664408222,0.7987507512795422,1607.2450587936148,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,936.8505003963454,0.7818008885939081,826.0288983244392,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,1882.8494189787423,0.6835907091056587,660.8937120605901,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,184.75797674540001,0.833376773365329,109.47595824124743,Deltex,Paints,Chinese Lacquer
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,1768.5576610947314,0.654009115476694,2017.7208846544727,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,1545.2080160761445,0.7960054205682823,1637.220045472509,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,3956.8537178904753,0.6513872364172473,3223.576362909128,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,1644.9500582777819,0.7890503286103907,2727.6499496284937,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,2739.311983398171,0.6831984559966238,2648.0203114565097,Causeway Paints,Paints,Enamel Paint
"4"" CLASSIC PAINT BRUSH HARRIS",1922.5257052650636,0.8277030152113534,1054.5359853747107,Harris,Paints,Paint Brush
PAINT REMOVER 190ML,423.20225739321745,0.8250863225481937,364.7859950038401,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,450.9195672381212,0.6978721181085307,563.7108234993786,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,5851.245747272647,0.7423346804519042,3056.06778844576,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,5054.551238007767,0.7944859786567788,1792.6883993973056,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,1353.490679427739,0.8019058168228103,1528.1225165576755,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,893.1995099724122,0.6848204472105114,819.8116439240329,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,2647.8036046771094,0.8017553609397844,1866.8116704789377,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,747.8334864368521,0.7087234093071096,548.4821281623973,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",250.22751797832723,0.7401351469406574,315.8931163637628,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,3760.8857735084157,0.7747198152433379,3581.0617663059365,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,5282.299058269047,0.827719618805951,2577.6018261958884,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,10068.76197960637,0.7231425219992477,4890.889388735947,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,2056.6550448252115,0.7321203816296131,1537.8925483587307,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,548.6866193261278,0.7956704444847493,704.2276088744278,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,2053.8844252272424,0.8176555897529002,862.0861749998282,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,155.45059647323166,0.6999347755419831,48.57162480754449,Deltex,Paints,Chinese Lacquer
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,2910.8299979556787,0.767781543895569,1780.2394848746274,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,2500.956474536749,0.7961615972521168,1645.3448860237265,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,3499.8566560312256,0.8259435262339253,2157.0743641428917,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,2309.3707462523835,0.707589241856206,2143.671796798122,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,4277.6910893717095,0.7839020121577711,1394.5992808839023,Causeway Paints,Paints,Enamel Paint
"4"" CLASSIC PAINT BRUSH HARRIS",2488.272653182349,0.8193012235087095,1275.034876233825,Harris,Paints,Paint Brush
PAINT REMOVER 190ML,334.7836736045917,0.6934832744255125,265.2973474371238,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,694.9277269770471,0.6790542845106117,518.276491488433,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,3549.826035702219,0.7842416504214189,1918.0923938346195,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,1998.9250289778893,0.7801881932959402,2857.690750221544,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,1933.3023766353795,0.7049524671266411,624.7179657796331,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,1179.789915914528,0.8210706319468281,1087.6408375709043,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,2961.509731327979,0.7504857102370224,2586.131267045736,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,606.6143471087223,0.8246645665786527,689.6477266191279,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",146.421173207076,0.728618175521962,245.23037868333356,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,3175.581773470227,0.7245659911708908,3477.84962061811,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,5914.3877102306415,0.7623969159879929,7692.053829044254,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,11202.363026039757,0.7004918545438735,5151.083959141662,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,2015.4799657425049,0.7121777802216956,864.7830251159297,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,978.9564370632459,0.7741548367722221,813.3631498257097,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,2754.599254211982,0.8178441599198918,1057.2405126628732,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,186.01394557740343,0.7535649549690392,56.9758203900297,Deltex,Paints,Chinese Lacquer
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,1346.3709079812456,0.7547242909896634,2001.920520391509,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,1571.1594920969037,0.7124583022950934,857.9421607273567,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,3713.06726012317,0.7961792583511766,3793.7243148363905,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,2006.447809893045,0.6878221496265141,1601.3425823587067,Causeway Paints,Paints,Anticorrosive
